title,category,authors,year,venue,ee,url
Privacy-Secure HRI: Framework of Human-Robot Interaction Protecting User's Privacy.,ROBOT;PRIVACY,Masayuki Kanbara; Yoshihiko Murakawa; Isao Nakanishi,2024,HAI,https://doi.org/10.1145/3687272.3690890,https://dblp.org/db/conf/hai/hai2024.html#KanbaraMN24
Co-Learning around Social Robots with School Pupils and University Students - Focus on Data Privacy Considerations.,ROBOT;PRIVACY,Aino Ahtinen; Aparajita Chowdhury; Valentina Ramirez Millan; Chia-Hsin Wu; Gayathri Menon,2023,HAI,https://doi.org/10.1145/3623809.3623816,https://dblp.org/db/conf/hai/hai2023.html#AhtinenCMWM23
Understanding Privacy-friendly Design of Robot Eyes.,ROBOT;PRIVACY,Maino Shinohara; Daisuke Sakamoto; Tetsuo Ono; James Everett Young,2023,HAI,https://doi.org/10.1145/3623809.3623829,https://dblp.org/db/conf/hai/hai2023.html#ShinoharaSOY23
A Survey on Privacy Attacks Against Digital Twin Systems in AI-Robotics.,ROBOT;PRIVACY,Ivan A. Fernandez; Subash Neupane; Trisha Chakraborty; Shaswata Mitra; Sudip Mittal; Nisha Pillai; Jingdao Chen; Shahram Rahimi 0001,2024,CIC,https://doi.org/10.1109/CIC62241.2024.00019,https://dblp.org/db/conf/coinco/cic2024.html#FernandezNCMMPC24
"Usage Intention of Social Robots for Domestic Purpose: From Security, Privacy, and Legal Perspectives.",ROBOT;PRIVACY,Sheshadri Chatterjee; Ranjan Chaudhuri; Demetris Vrontis,2024,isf,https://doi.org/10.1007/s10796-021-10197-7,https://dblp.org/db/journals/isf/isf26.html#ChatterjeeCV24
Data Privacy Preserving for Centralized Robotic Fault Diagnosis With Modified Dataset Distillation.,ROBOT;PRIVACY,Tao Wang; Yu Huang; Ying Liu; Chong Chen,2024,jcise,https://doi.org/10.1115/1.4066096,https://dblp.org/db/journals/jcise/jcise24.html#WangHLC24
Influence of the Privacy Issue in the Deployment and Design of Networking Robots in European Urban Areas.,ROBOT;PRIVACY,Alberto Sanfeliu; Maria Rosa Ll; Maria Dolors Gramunt; Albert Punsola; Yuji Yoshimura,2010,ar,https://doi.org/10.1163/016918610X527202,https://dblp.org/db/journals/ar/ar24.html#SanfeliuLGPY10
"Never Trust Anything That Can Think for Itself, if You Can't Control Its Privacy Settings: The Influence of a Robot's Privacy Settings on Users' Attitudes and Willingness to Self-disclose.",ROBOT;PRIVACY,Julia G. Stapels; Angelika Penner; Niels Diekmann; Friederike Eyssel,2023,ijsr,https://doi.org/10.1007/s12369-023-01043-8,https://dblp.org/db/journals/ijsr/ijsr15.html#StapelsPDE23
Effects of Privacy Warning on the Intention to Disclose Personal Information During Interaction with a Robot in Public Spaces.,ROBOT;PRIVACY,Azra Aryania; Ruben Huertas-Garcia; Santiago Forgas-Coll; Cecilio Angulo; Guillem Aleny,2025,ijsr,https://doi.org/10.1007/s12369-025-01244-3,https://dblp.org/db/journals/ijsr/ijsr17.html#AryaniaHFAA25
Effects of Social Behaviors of Robots in Privacy-Sensitive Situations.,ROBOT;PRIVACY,Daseul Yang; Yu-Jung Chae; Doogon Kim; Yoonseob Lim; Dong Hwan Kim; ChangHwan Kim 0002; Sung-Kee Park; Changjoo Nam,2022,ijsr,https://doi.org/10.1007/s12369-021-00809-2,https://dblp.org/db/journals/ijsr/ijsr14.html#YangCKLKKPN22
Designing Commercial Therapeutic Robots for Privacy Preserving Systems and Ethical Research Practices Within the Home.,ROBOT;PRIVACY,Elaine Sedenberg; John Chuang; Deirdre K. Mulligan,2016,ijsr,https://doi.org/10.1007/s12369-016-0362-y,https://dblp.org/db/journals/ijsr/ijsr8.html#SedenbergCM16
Is the Robot Spying on me? A Study on Perceived Privacy in Telepresence Scenarios in a Care Setting with Mobile and Humanoid Robots.,ROBOT;PRIVACY,Celia Nieto Agraz; Pascal Hinrichs; Marco Eichelberg; Andreas Hein 0001,2025,ijsr,https://doi.org/10.1007/s12369-024-01153-x,https://dblp.org/db/journals/ijsr/ijsr17.html#AgrazHEH25
"Our business, not the robot's: family conversations about privacy with social robots in the home.",ROBOT;PRIVACY,Leigh Levinson; Jessica McKinney; Christena Nippert-Eng; Randy Gomez; Selma Sabanovic,2024,firai,https://doi.org/10.3389/frobt.2024.1331347,https://dblp.org/db/journals/firai/firai11.html#LevinsonMNGS24
Do Privacy Concerns About Social Robots Affect Use Intentions? Evidence From an Experimental Vignette Study.,ROBOT;PRIVACY,Christoph Lutz; Aurelia Tam,2021,firai,https://doi.org/10.3389/frobt.2021.627958,https://dblp.org/db/journals/firai/firai8.html#LutzT21
What should a robot disclose about me? A study about privacy-appropriate behaviors for social robots.,ROBOT;PRIVACY,Manuel Dietrich; Matti Kr; Thomas H. Weisswange,2023,firai,https://doi.org/10.3389/frobt.2023.1236733,https://dblp.org/db/journals/firai/firai10.html#DietrichKW23
Privacy framework for context-aware robot development.,ROBOT;PRIVACY,Tanja Heuer; Ina Schiering; Reinhard Gerndt,2021,paladyn,https://doi.org/10.1515/pjbr-2021-0032,https://dblp.org/db/journals/paladyn/paladyn12.html#HeuerSG21
User expectations of privacy in robot assisted therapy.,ROBOT;PRIVACY,Zachary Henkel; Kenna Baugus; Cindy L. Bethel; David C. May,2019,paladyn,https://doi.org/10.1515/pjbr-2019-0010,https://dblp.org/db/journals/paladyn/paladyn10.html#HenkelBBM19
Toward privacy-sensitive human-robot interaction: Privacy terms and human-data interaction in the personal robot era.,ROBOT;PRIVACY,Anna P. Chatzimichali; Ross Harrison; Dimitrios Chrysostomou,2021,paladyn,https://doi.org/10.1515/pjbr-2021-0013,https://dblp.org/db/journals/paladyn/paladyn12.html#ChatzimichaliHC20
"""I still need my privacy"": Exploring the level of comfort and privacy preferences of German-speaking older adults in the case of mobile assistant robots.",ROBOT;PRIVACY,Delphine Reinhardt; Monisha Khurana; Luca Hern,2021,percom,https://doi.org/10.1016/j.pmcj.2021.101397,https://dblp.org/db/journals/percom/percom74.html#ReinhardtKA21
Editorial: Privacy-preserving deep heterogeneous view perception for data learning in neurorobotics volume II.,ROBOT;PRIVACY,Peng Li,2023,finr,https://doi.org/10.3389/fnbot.2023.1151609,https://dblp.org/db/journals/finr/finr17.html#Li23a
Robot location privacy protection based on Q-learning particle swarm optimization algorithm in mobile crowdsensing.,ROBOT;PRIVACY,Dandan Ma; Dequan Kong; Xiaowei Chen; Lingyu Zhang; Mingrun Yuan,2022,finr,https://doi.org/10.3389/fnbot.2022.981390,https://dblp.org/db/journals/finr/finr16.html#MaKCZY22
Comparative legal study on privacy and personal data protection for robots equipped with artificial intelligence: looking at functional and technological aspects.,ROBOT;PRIVACY,Kaori Ishii,2019,ais,https://doi.org/10.1007/s00146-017-0758-8,https://dblp.org/db/journals/ais/ais34.html#Ishii19
Bringing older people's perspectives on consumer socially assistive robots into debates about the future of privacy protection and AI governance.,ROBOT;PRIVACY,Andrea Slane; Isabel Pedersen,2025,ais,https://doi.org/10.1007/s00146-024-01894-3,https://dblp.org/db/journals/ais/ais40.html#SlaneP25
"""Yes, It's Cute, But How Can I Be Sure It's Safe or Not?"" Investigating the Intention to Use Service Robots in the Context of Privacy Calculus.",ROBOT;PRIVACY,Mira; Tuba B; Yakup Durmaz,2024,ijhci,https://doi.org/10.1080/10447318.2023.2254617,https://dblp.org/db/journals/ijhci/ijhci40.html#BaserBD24
Verbal anthropomorphism design of social robots: Investigating users' privacy perception.,ROBOT;PRIVACY,Hanna Chung; Hyunmin Kang; Soojin Jun,2023,chb,https://doi.org/10.1016/j.chb.2022.107640,https://dblp.org/db/journals/chb/chb142.html#ChungKJ23
Privacy-preserving image multi-classification deep learning model in robot system of industrial IoT.,ROBOT;PRIVACY,Yange Chen; Yuan Ping; Zhili Zhang; Baocang Wang; SuYu He,2021,nca,https://doi.org/10.1007/s00521-020-05426-0,https://dblp.org/db/journals/nca/nca33.html#ChenPZWH21
PrivShieldROS: An Extended Robot Operating System Integrating Ethereum and Interplanetary File System for Enhanced Sensor Data Privacy.,ROBOT;PRIVACY,Tianhao Wang; Ke Chen; Zhaohua Zheng; Jiahao Guo; Xiying Zhao; Shenhui Zhang,2024,sensors,https://doi.org/10.3390/s24103241,https://dblp.org/db/journals/sensors/sensors24.html#WangCZGZZ24
Privacy beyond Data: Assessment and Mitigation of Privacy Risks in Robotic Technology for Elderly Care.,ROBOT;PRIVACY,Reinhard Grabler; Sabine Theresia Koeszegi,2025,thri,https://doi.org/10.1145/3689216,https://dblp.org/db/journals/thri/thri14.html#GrablerK25
Swarm Robotic Flocking With Aggregation Ability Privacy.,ROBOT;PRIVACY,Shuai Zhang 0024; Yunke Huang; Weizi Li; Jia Pan 0001,2025,tase,https://doi.org/10.1109/TASE.2025.3526141,https://dblp.org/db/journals/tase/tase22.html#ZhangHLP25
"Let us make robots ""Think in child!"": How children conceptualize fairness, inclusion, and privacy with social robots.",ROBOT;PRIVACY,Leigh Levinson; Vicky Charisi; Chris Zotos; Randy Gomez; Selma Sabanovic,2025,ijcci,https://doi.org/10.1016/j.ijcci.2024.100706,https://dblp.org/db/journals/ijcci/ijcci43.html#LevinsonCZGS25
Visual privacy behaviour recognition for social robots based on an improved generative adversarial network.,ROBOT;PRIVACY,Guanci Yang; Jiacheng Lin; Zhidong Su; Yang Li 0046,2024,iet-cvi,https://doi.org/10.1049/cvi2.12231,https://dblp.org/db/journals/iet-cvi/iet-cvi18.html#YangLSL24
Using an autonomous robot to maintain privacy in assistive environments.,ROBOT;PRIVACY,Christopher Armbrust; Syed Atif Mehdi; Max Reichardt; Jan Koch; Karsten Berns,2011,scn,https://doi.org/10.1002/sec.253,https://dblp.org/db/journals/scn/scn4.html#ArmbrustMRKB11
"""I spy, with my little sensor"": fair data handling practices for robots between privacy, copyright and security.",ROBOT;PRIVACY,Burkhard Schafer 0001; Lilian Edwards,2017,connection,https://doi.org/10.1080/09540091.2017.1318356,https://dblp.org/db/journals/connection/connection29.html#SchaferE17
PDLHR: Privacy-Preserving Deep Learning Model With Homomorphic Re-Encryption in Robot System.,ROBOT;PRIVACY,Yange Chen; Baocang Wang; Zhili Zhang,2022,sj,https://doi.org/10.1109/JSYST.2021.3078637,https://dblp.org/db/journals/sj/sj16.html#ChenWZ22
Securing the Internet of Robotic Things (IoRT) against DDoS Attacks: A Federated Learning with Differential Privacy Clustering Approach.,ROBOT;PRIVACY,Matilda Nkoom; Sena G. Hounsinou; Garth V. Crosby,2025,compsec,https://doi.org/10.1016/j.cose.2025.104493,https://dblp.org/db/journals/compsec/compsec155.html#NkoomHC25
FedHIP: Federated learning for privacy-preserving human intention prediction in human-robot collaborative assembly tasks.,ROBOT;PRIVACY,Jiannan Cai; Zhidong Gao; Yuanxiong Guo; Bastian Wibranek; Shuai Li 0018,2024,aei,https://doi.org/10.1016/j.aei.2024.102411,https://dblp.org/db/journals/aei/aei60.html#CaiGGWL24
Security and privacy of network transmitted system in the Internet of Robotic Things.,ROBOT;PRIVACY,Abdulrahman Alamer; Sultan Basudan,2022,tjs,https://doi.org/10.1007/s11227-022-04612-2,https://dblp.org/db/journals/tjs/tjs78.html#AlamerB22
Correction to: Loss-based differentiation strategy for privacy preserving of social robots.,ROBOT;PRIVACY,Qinglin Yang; Taiyu Wang; Kaiming Zhu; Junbo Wang 0001; Yu Han; Chunhua Su,2023,tjs,https://doi.org/10.1007/s11227-022-04716-9,https://dblp.org/db/journals/tjs/tjs79.html#YangWZWHS23a
Loss-based differentiation strategy for privacy preserving of social robots.,ROBOT;PRIVACY,Qinglin Yang; Taiyu Wang; Kaiming Zhu; Junbo Wang 0001; Yu Han; Chunhua Su,2023,tjs,https://doi.org/10.1007/s11227-022-04660-8,https://dblp.org/db/journals/tjs/tjs79.html#YangWZWHS23
Building a speech recognition system with privacy identification information based on Google Voice for social robots.,ROBOT;PRIVACY,Pei-Chun Lin; Benjamin Yankson; Vishal Chauhan; Manabu Tsukada,2022,tjs,https://doi.org/10.1007/s11227-022-04487-3,https://dblp.org/db/journals/tjs/tjs78.html#LinYCT22
Privacy-preserving data integration scheme in industrial robot system based on fog computing and edge computing.,ROBOT;PRIVACY,Song Han; Hui Ma; Amir Taherkordi; Dapeng Lan; Yange Chen,2024,iet-com,https://doi.org/10.1049/cmu2.12749,https://dblp.org/db/journals/iet-com/iet-com18.html#HanMTLC24
EPDB: An Efficient and Privacy-Preserving Electric Charging Scheme in Internet of Robotic Things.,ROBOT;PRIVACY,Di Zhai; Jiqiang Liu; Tao Zhang 0063; Jian Wang 0015; Hongyang Du; Tianhao Liu; Tianxi Wang; Chuan Zhang 0003; Jiawen Kang 0001; Dusit Niyato,2024,iotj,https://doi.org/10.1109/JIOT.2024.3426536,https://dblp.org/db/journals/iotj/iotj11.html#ZhaiLZWDLWZKN24
Privacy-Preserving Synthetic Continual Semantic Segmentation for Robotic Surgery.,ROBOT;PRIVACY,Mengya Xu; Mobarakol Islam; Long Bai 0008; Hongliang Ren 0001,2024,tmi,https://doi.org/10.1109/TMI.2024.3364969,https://dblp.org/db/journals/tmi/tmi43.html#XuIBR24
Thermal Imaging in Robotics as a Privacy-Enhancing or Privacy-Invasive Measure? Misconceptions of Privacy when Using Thermal Cameras in Robots.,ROBOT;PRIVACY,Naomi Lintvedt,2023,digitalsociety,https://doi.org/10.1007/s44206-023-00060-4,https://dblp.org/db/journals/digitalsociety/digitalsociety2.html#Lintvedt23
Robots in the cloud with privacy: A new threat to data protection?,ROBOT;PRIVACY,Ugo Pagallo,2013,clsr,https://doi.org/10.1016/j.clsr.2013.07.012,https://dblp.org/db/journals/clsr/clsr29.html#Pagallo13
Privacy-preserving dynamic average consensus via state decomposition: Case study on multi-robot formation control.,ROBOT;PRIVACY,Kaixiang Zhang 0001; Zhaojian Li; Yongqiang Wang 0001; Ali Louati; Jian Chen 0005,2022,automatica,https://doi.org/10.1016/j.automatica.2022.110182,https://dblp.org/db/journals/automatica/automatica139.html#ZhangLWLC22
Decentralized P2P Federated Learning for Privacy-Preserving and Resilient Mobile Robotic Systems.,ROBOT;PRIVACY,Xiaokang Zhou; Wei Liang 0006; Kevin I-Kai Wang; Zheng Yan 0002; Laurence T. Yang; Wei Wei 0006; Jianhua Ma 0002; Qun Jin,2023,wc,https://doi.org/10.1109/MWC.004.2200381,https://dblp.org/db/journals/wc/wc30.html#ZhouLWYYWMJ23
A Survey on Privacy Attacks Against Digital Twin Systems in AI-Robotics.,ROBOT;PRIVACY,Ivan A. Fernandez; Subash Neupane; Trisha Chakraborty; Shaswata Mitra; Sudip Mittal; Nisha Pillai; Jingdao Chen; Shahram Rahimi 0001,2024,corr,https://doi.org/10.48550/arXiv.2406.18812,https://dblp.org/db/journals/corr/corr2406.html#abs-2406-18812
Privacy-Preserving Pose Estimation for Human-Robot Interaction.,ROBOT;PRIVACY,Youya Xia; Yifan Tang; Yuhan Hu; Guy Hoffman,2020,corr,https://arxiv.org/abs/2011.07387,https://dblp.org/db/journals/corr/corr2011.html#abs-2011-07387
Privacy with Surgical Robotics: Challenges in Applying Contextual Privacy Theory.,ROBOT;PRIVACY,Ryan Shah; Shishir Nagaraja,2019,corr,http://arxiv.org/abs/1909.01862,https://dblp.org/db/journals/corr/corr1909.html#abs-1909-01862
BRNES: Enabling Security and Privacy-aware Experience Sharing in Multiagent Robotic and Autonomous Systems.,ROBOT;PRIVACY,Md Tamjid Hossain; Hung Manh La; Shahriar Badsha; Anton Netchaev,2023,corr,https://doi.org/10.48550/arXiv.2308.01274,https://dblp.org/db/journals/corr/corr2308.html#abs-2308-01274
A Taxonomy of Privacy Constructs for Privacy-Sensitive Robotics.,ROBOT;PRIVACY,Matthew Rueben; Cindy M. Grimm; Frank J. Bernieri; William D. Smart,2017,corr,http://arxiv.org/abs/1701.00841,https://dblp.org/db/journals/corr/corr1701.html#RuebenGBS17
Customer Empowered Privacy-Preserving Secure Verification using Decentralized Identifier and Verifiable Credentials For Product Delivery Using Robots.,ROBOT;PRIVACY,Chintan Patel,2022,corr,https://doi.org/10.48550/arXiv.2208.06165,https://dblp.org/db/journals/corr/corr2208.html#abs-2208-06165
Privacy at Home: an Inquiry into Sensors and Robots for the Stay at Home Elderly.,ROBOT;PRIVACY,Trenton Schulz; Jo Herstad; Harald Holone,2020,corr,https://arxiv.org/abs/2003.11432,https://dblp.org/db/journals/corr/corr2003.html#abs-2003-11432
Federated Imitation Learning: A Privacy Considered Imitation Learning Framework for Cloud Robotic Systems with Heterogeneous Sensor Data.,ROBOT;PRIVACY,Boyi Liu; Lujia Wang 0001; Ming Liu 0001; Cheng-Zhong Xu 0001,2019,corr,http://arxiv.org/abs/1909.00895,https://dblp.org/db/journals/corr/corr1909.html#abs-1909-00895
Privacy Risks of Robot Vision: A User Study on Image Modalities and Resolution.,ROBOT;PRIVACY,Xuying Huang; Sicong Pan; Maren Bennewitz,2025,corr,https://doi.org/10.48550/arXiv.2505.07766,https://dblp.org/db/journals/corr/corr2505.html#abs-2505-07766
Privacy-preserving Robotic-based Multi-factor Authentication Scheme for Secure Automated Delivery System.,ROBOT;PRIVACY,Yang Yang; Aryan Mohammadi Pasikhani; Prosanta Gope 0001; Biplab Sikdar 0001,2024,corr,https://doi.org/10.48550/arXiv.2411.18027,https://dblp.org/db/journals/corr/corr2411.html#abs-2411-18027
Decentralized Robot Learning for Personalization and Privacy.,ROBOT;PRIVACY,Luke Guerdan; Hatice Gunes,2022,corr,https://arxiv.org/abs/2201.05527,https://dblp.org/db/journals/corr/corr2201.html#abs-2201-05527
Towards Privacy-Aware and Personalised Assistive Robots: A User-Centred Approach.,ROBOT;PRIVACY,Fernando E. Casado,2024,corr,https://doi.org/10.48550/arXiv.2405.14528,https://dblp.org/db/journals/corr/corr2405.html#abs-2405-14528
Framing Effects on Privacy Concerns about a Home Telepresence Robot.,ROBOT;PRIVACY,Matthew Rueben; Frank J. Bernieri; Cindy M. Grimm; William D. Smart,2019,corr,http://arxiv.org/abs/1911.04643,https://dblp.org/db/journals/corr/corr1911.html#abs-1911-04643
Investigating the Privacy Risk of Using Robot Vacuum Cleaners in Smart Environments.,ROBOT;PRIVACY,Benjamin Ulsm; Jia-Chun Lin; Ming-Chang Lee,2024,corr,https://doi.org/10.48550/arXiv.2407.18433,https://dblp.org/db/journals/corr/corr2407.html#abs-2407-18433
Designing Commercial Therapeutic Robots for Privacy Preserving Systems and Ethical Research Practices within the Home.,ROBOT;PRIVACY,Elaine Sedenberg; John Chuang; Deirdre K. Mulligan,2016,corr,http://arxiv.org/abs/1606.04033,https://dblp.org/db/journals/corr/corr1606.html#SedenbergCM16
Robots as AI Double Agents: Privacy in Motion Planning.,ROBOT;PRIVACY,Rahul Shome; Zachary K. Kingston; Lydia E. Kavraki,2023,corr,https://doi.org/10.48550/arXiv.2308.03385,https://dblp.org/db/journals/corr/corr2308.html#abs-2308-03385
Privacy-Preserving Synthetic Continual Semantic Segmentation for Robotic Surgery.,ROBOT;PRIVACY,Mengya Xu; Mobarakol Islam; Long Bai 0008; Hongliang Ren 0001,2024,corr,https://doi.org/10.48550/arXiv.2402.05860,https://dblp.org/db/journals/corr/corr2402.html#abs-2402-05860
CONFIDANT: A Privacy Controller for Social Robots.,ROBOT;PRIVACY,Brian Tang; Dakota Sullivan; Bengisu Cagiltay; Varun Chandrasekaran; Kassem Fawaz; Bilge Mutlu,2022,corr,https://arxiv.org/abs/2201.02712,https://dblp.org/db/journals/corr/corr2201.html#abs-2201-02712
RoboComm: A DID-based scalable and privacy-preserving Robot-to-Robot interaction over state channels.,ROBOT;PRIVACY,Roshan Singh; Sushant Pandey,2025,corr,https://doi.org/10.48550/arXiv.2504.09517,https://dblp.org/db/journals/corr/corr2504.html#abs-2504-09517
PANav: Toward Privacy-Aware Robot Navigation via Vision-Language Models.,ROBOT;PRIVACY,Bangguo Yu; Hamidreza Kasaei 0001; Ming Cao 0001,2024,corr,https://doi.org/10.48550/arXiv.2410.04302,https://dblp.org/db/journals/corr/corr2410.html#abs-2410-04302
Real-Time Privacy Preservation for Robot Visual Perception.,ROBOT;PRIVACY,Minkyu Choi 0001; Yunhao Yang; Neel P. Bhatt; Kushagra Gupta; Sahil Shah; Aditya Rai; David Fridovich-Keil; Ufuk Topcu; Sandeep P. Chinchali,2025,corr,https://doi.org/10.48550/arXiv.2505.05519,https://dblp.org/db/journals/corr/corr2505.html#abs-2505-05519
Privacy-Preserving Dynamic Average Consensus via State Decomposition: Case Study on Multi-Robot Formation Control.,ROBOT;PRIVACY,Kaixiang Zhang 0001; Zhaojian Li; Yongqiang Wang 0001; Ali Louati; Jian Chen 0005,2020,corr,https://arxiv.org/abs/2008.03182,https://dblp.org/db/journals/corr/corr2008.html#abs-2008-03182
A Macroscopic Model for Differential Privacy in Dynamic Robotic Networks.,ROBOT;PRIVACY,Amanda Prorok; Vijay Kumar 0001,2017,corr,http://arxiv.org/abs/1703.04797,https://dblp.org/db/journals/corr/corr1703.html#Prorok017a
Federated Deep Reinforcement Learning for Privacy-Preserving Robotic-Assisted Surgery.,ROBOT;PRIVACY,Sana Hafeez; Sundas Rafat Mulkana; Muhammad Ali Imran 0001; Michele Sevegnani,2025,corr,https://doi.org/10.48550/arXiv.2505.12153,https://dblp.org/db/journals/corr/corr2505.html#abs-2505-12153
Securing the Future: Exploring Privacy Risks and Security Questions in Robotic Systems.,ROBOT;PRIVACY,Diba Afroze; Yazhou Tu; Xiali Hei 0001,2024,corr,https://doi.org/10.48550/arXiv.2409.09972,https://dblp.org/db/journals/corr/corr2409.html#abs-2409-09972
Cloud Computing Architecture Based on Network Security Vulnerabilities and Privacy Protection in the Kinematic Model of Hybrid Robots.,ROBOT;PRIVACY,Haofeng Cao,2025,ns,https://doi.org/10.70985/jzqpaw65,https://dblp.org/db/journals/ns/ns2024.html#Cao25
