title,category,authors,year,venue,ee,url
Privacy Leakage via Unrestricted Motion-Position Sensors in the Age of Virtual Reality: A Study of Snooping Typed Input on Virtual Keyboards.,ROBOT;PRIVACY,Yi Wu 0020; Cong Shi 0004; Tianfang Zhang; Payton Walker; Jian Liu 0001; Nitesh Saxena; Yingying Chen 0001,2023,SP,https://doi.org/10.1109/SP46215.2023.10179301,https://dblp.org/db/conf/sp/sp2023.html#WuSZWLSC23
Walking Gait Speed Measurement U sing Privacy Respecting AI Enabled Visual Sensor.,ROBOT;PRIVACY,Ashi Agarwal; Frank Knoefel; Bruce Wallace 0001; Neil Thomas 0001; Rafik Goubran,2022,MeMeA,https://doi.org/10.1109/MeMeA54994.2022.9856484,https://dblp.org/db/conf/memea/memea2022.html#AgarwalKWTG22
Privacy-Preserving Integrity-Assured Data Aggregation in Sensor Networks.,ROBOT;PRIVACY,Gelareh Taban; Virgil D. Gligor,2009,CSE (3),https://doi.org/10.1109/CSE.2009.389,https://dblp.org/db/conf/cse/cse2009-3.html#TabanG09
Privacy-Preserving User Pose Prediction for Safe and Efficient Human-Robot Interaction.,ROBOT;PRIVACY,Adel Baselizadeh; Weria Khaksar; Md. Zia Uddin; Diana Saplacan; Jim Torresen,2023,CASE,https://doi.org/10.1109/CASE56687.2023.10260298,https://dblp.org/db/conf/case/case2023.html#BaselizadehKUST23
Detection of privacy-sensitive situations for social robots in smart homes.,ROBOT;PRIVACY,Francisco Erivaldo Fernandes Junior; Guanci Yang; Ha Manh Do; Weihua Sheng,2016,CASE,https://doi.org/10.1109/COASE.2016.7743474,https://dblp.org/db/conf/case/case2016.html#FernandesYDS16
Network Level Privacy for Wireless Sensor Networks.,ROBOT;PRIVACY,Riaz Ahmed Shaikh 0001; Hassan Jameel; Brian J. d'Auriol; Sungyoung Lee 0001; Young Jae Song; Heejo Lee,2008,IAS,https://doi.org/10.1109/IAS.2008.36,https://dblp.org/db/conf/IEEEias/IEEEias2008.html#ShaikhJdLSL08
Privacy-Preserving Data Quality Assessment for Time-Series IoT Sensors.,ROBOT;PRIVACY,Novoneel Chakraborty; Abhay Sharma; Jyotirmoy Dutta; Hari Dilip Kumar,2024,IoTaIS,https://doi.org/10.1109/IoTaIS64014.2024.10799255,https://dblp.org/db/conf/iotais/iotais2024.html#ChakrabortySDK24
When things are sensors for cloud AI: Protecting privacy through data collection transparency in the age of digital assistants.,ROBOT;PRIVACY,Paul G. Flikkema; Bertrand Cambou,2017,GIoTS,https://doi.org/10.1109/GIOTS.2017.8016284,https://dblp.org/db/conf/giots/giots2017.html#FlikkemaC17
The Robot Who Knew Too Much: Toward Understanding the Privacy/Personalization Trade-Off in Child-Robot Conversation.,ROBOT;PRIVACY,Iolanda Leite; Jill Fain Lehman,2016,IDC,https://doi.org/10.1145/2930674.2930687,https://dblp.org/db/conf/acmidc/idc2016.html#LeiteL16
Privacy and Socially Assistive Robots - A Meta Study.,ROBOT;PRIVACY,Tanja Heuer; Ina Schiering; Reinhard Gerndt,2017,Privacy and Identity Management,https://doi.org/10.1007/978-3-319-92925-5_18,https://dblp.org/db/conf/primelife/pim2017.html#HeuerSG17
The networked sensor tapestry (NeST): a privacy enhanced software architecture for interactive analysis of data in video-sensor networks.,ROBOT;PRIVACY,Douglas A. Fidaleo; Hoang-Anh Nguyen; Mohan M. Trivedi,2004,VSSN@MM,https://doi.org/10.1145/1026799.1026809,https://dblp.org/db/conf/mm/vssn2004.html#FidaleoNT04
Privacy-Preserving Technology for Secure Utilization of Sensor Data (Extended Abstract).,ROBOT;PRIVACY,Tetsuya Izu; Takao Ogura; Yumi Sakemi; Masahiko Takenaka; Hiroshi Tsuda,2014,IMIS,https://doi.org/10.1109/IMIS.2014.86,https://dblp.org/db/conf/imis/imis2014.html#IzuOSTT14
From nowhere to somewhere: Protecting end-to-end location privacy in wireless sensor networks.,ROBOT;PRIVACY,Honglong Chen; Wei Lou,2010,IPCCC,https://doi.org/10.1109/PCCC.2010.5682341,https://dblp.org/db/conf/ipccc/ipccc2010.html#ChenL10
Preserving Receiver-Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Javier L; Ruben Rios; Jorge Cu,2014,ISPEC,https://doi.org/10.1007/978-3-319-06320-1_3,https://dblp.org/db/conf/ispec/ispec2014.html#LopezRC14
Achieving Better Privacy Protection in Wireless Sensor Networks Using Trusted Computing.,ROBOT;PRIVACY,Yanjiang Yang; Robert H. Deng; Jianying Zhou 0001; Ying Qiu,2009,ISPEC,https://doi.org/10.1007/978-3-642-00843-6_33,https://dblp.org/db/conf/ispec/ispec2009.html#YangDZQ09
Outsourced Privacy-Preserving Random Decision Tree Algorithm Under Multiple Parties for Sensor-Cloud Integration.,ROBOT;PRIVACY,Ye Li; Zoe Lin Jiang; Xuan Wang 0002; Siu-Ming Yiu; Jun-bin Fang,2017,ISPEC,https://doi.org/10.1007/978-3-319-72359-4_31,https://dblp.org/db/conf/ispec/ispec2017.html#LiJWYF17
Trust-Driven Privacy in Human-Robot Interactions.,ROBOT;PRIVACY,Matthew T. Hale; Tina Setter; Kingsley Fregene,2019,ACC,https://doi.org/10.23919/ACC.2019.8815004,https://dblp.org/db/conf/amcc/acc2019.html#HaleSF19
Privacy of Information Sharing Schemes in a Cloud-based Multi-sensor Estimation Problem.,ROBOT;PRIVACY,Ehsan Nekouei; Mikael Skoglund; Karl Henrik Johansson,2018,ACC,https://doi.org/10.23919/ACC.2018.8431192,https://dblp.org/db/conf/amcc/acc2018.html#NekoueiSJ18
"Hey Kimya, Is My Smart Speaker Spying on Me? Taking Control of Sensor Privacy Through Isolation and Amnesia.",ROBOT;PRIVACY,Piet De Vaere; Adrian Perrig,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/de-vaere,https://dblp.org/db/conf/uss/uss2023.html#VaereP23
AWare: Preventing Abuse of Privacy-Sensitive Sensors via Operation Bindings.,ROBOT;PRIVACY,Giuseppe Petracca; Ahmad Atamli-Reineh; Yuqiong Sun; Jens Grossklags; Trent Jaeger,2017,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/petracca,https://dblp.org/db/conf/uss/uss2017.html#PetraccaASGJ17
Finite Approximate Consensus for Privacy in Distributed Sensor Networks.,ROBOT;PRIVACY,Matthew O'Connor; W. Bastiaan Kleijn,2019,PDCAT,https://doi.org/10.1109/PDCAT46702.2019.00025,https://dblp.org/db/conf/pdcat/pdcat2019.html#OConnorK19
Privacy-Preserving Monitoring System with Ultra Low-Resolution Infrared Sensor.,ROBOT;PRIVACY,Miyuki Ogata; Shogo Murakami; Takumi Mikura; Ikuko Eguchi Yairi,2020,AI4Function@IJCAI,https://ceur-ws.org/Vol-2760/paper5.pdf,https://dblp.org/db/conf/ijcai/ai4function2020.html#OgataMMY20
Sensing web: to globally share sensory data avoiding privacy invasion.,ROBOT;PRIVACY,Ikuhisa Mitsugami; Michihiko Minoh; Tsuneo Ajisaka; Noboru Babaguchi,2009,IUCS,https://doi.org/10.1145/1667780.1667845,https://dblp.org/db/conf/iucs/iucs2009.html#MitsugamiMAB09
Privacy Preserving In-network Aggregation in Wireless Sensor Networks.,ROBOT;PRIVACY,Vishal Krishna Singh; Saurabh Verma; Manish Kumar 0001,2016,FNC/MobiSPC,https://doi.org/10.1016/j.procs.2016.08.034,https://dblp.org/db/conf/fnc/fnc2016.html#SinghVK16
Protecting storage location privacy in sensor networks.,ROBOT;PRIVACY,Jianming Zhou; Wensheng Zhang 0001; Daji Qiao,2007,QSHINE,https://doi.org/10.1145/1577222.1577253,https://dblp.org/db/conf/qshine/qshine2007.html#Zhou0Q07
A Robust Authentication Protocol with Privacy Protection for Wireless Sensor Networks.,ROBOT;PRIVACY,Xiong Li 0002; Jianwei Niu 0002; Kim-Kwang Raymond Choo,2016,RFIDSec,https://doi.org/10.1007/978-3-319-62024-4_3,https://dblp.org/db/conf/rfidsec/rfidsec2016.html#LiNC16
PTSLP: Position Tracking Based Source Location Privacy for Wireless Sensor Networks.,ROBOT;PRIVACY,Hao Wang 0047; Guangjie Han; Chunsheng Zhu; Sammy Chan,2016,RFIDSec,https://doi.org/10.1007/978-3-319-62024-4_2,https://dblp.org/db/conf/rfidsec/rfidsec2016.html#WangHZC16
Understanding Privacy Risks versus Predictive Benefits in Wearable Sensor-Based Digital Phenotyping: A Quantitative Cost-Benefit Analysis.,ROBOT;PRIVACY,Zhiyuan Wang; Mark Rucker; Emma R. Toner; Maria A. Larrazabal; Mehdi Boukhechba; Bethany A. Teachman; Laura E. Barnes,2023,BSN,https://doi.org/10.1109/BSN58485.2023.10331378,https://dblp.org/db/conf/bsn/bsn2023.html#WangRTLBTB23
A Certificateless and Privacy-Preserving Authentication with Fault-Tolerance for Vehicular Sensor Networks.,ROBOT;PRIVACY,Yang Zhao; Guohang Dan; Ankang Ruan; Jicheng Huang; Hu Xiong,2021,DSC,https://doi.org/10.1109/DSC49826.2021.9346268,https://dblp.org/db/conf/desec/desec2021.html#ZhaoDRHX21
Preserving Privacy and Assuring Integrity in data aggregation for Wireless Sensor Networks.,ROBOT;PRIVACY,Rabindra Bista; Myoung-Seon Song; Jae-Woo Chang,2010,NESEA,https://doi.org/10.1109/NESEA.2010.5678059,https://dblp.org/db/conf/nesea/nesea2010.html#BistaSC10
Grid-Based Source Location Privacy Protection Schemes in IoT Wireless Sensor Networks.,ROBOT;PRIVACY,Aaesha Alzaabi; Ayesha Aldoobi; Deena Alnuaimi; Latifa Alserkal; Mahra Alsuwaidi; Nedal Ababneh,2021,DSDE,https://doi.org/10.1145/3456146.3456152,https://dblp.org/db/conf/dsde/dsde2021.html#AlzaabiAAAAA21
"Users' Privacy Concerns About Wearables - Impact of Form Factor, Sensors and Type of Data Collected.",ROBOT;PRIVACY,Vivian Genaro Motti; Kelly Caine,2015,Financial Cryptography Workshops,https://doi.org/10.1007/978-3-662-48051-9_17,https://dblp.org/db/conf/fc/fc2015w.html#MottiC15
A Privacy-preserving Approach to Distributed Set-membership Estimation over Wireless Sensor Networks.,ROBOT;PRIVACY,Xuefeng Yang; Li Liu 0001; Yinggang Zhang; Yihao Li; Pan Liu; Shili Ai,2022,DSA,https://doi.org/10.1109/DSA56465.2022.00137,https://dblp.org/db/conf/dsa/dsa2022.html#YangLZLLA22
Privacy protected life-context-aware alert by simplified sound spectrogram from microphone sensor.,ROBOT;PRIVACY,Tomoko Yonezawa; Naoki Okamoto; Hirotake Yamazoe; Shinji Abe; Fumio Hattori; Norihiro Hagita,2011,CASEMANS@Ubicomp,https://doi.org/10.1145/2036146.2036148,https://dblp.org/db/conf/huc/casemans2011.html#YonezawaOYAHH11
mSieve: differential behavioral privacy in time series of mobile sensor data.,ROBOT;PRIVACY,Nazir Saleheen; Supriyo Chakraborty; Nasir Ali; Md. Mahbubur Rahman; Syed Monowar Hossain; Rummana Bari; Eugene H. Buder; Mani B. Srivastava; Santosh Kumar 0001,2016,UbiComp,https://doi.org/10.1145/2971648.2971753,https://dblp.org/db/conf/huc/ubicomp2016.html#SaleheenCARHBBS16
A spotlight on security and privacy risks with future household robots: attacks and lessons.,ROBOT;PRIVACY,Tamara Denning; Cynthia Matuszek; Karl Koscher; Joshua R. Smith 0001; Tadayoshi Kohno,2009,UbiComp,https://doi.org/10.1145/1620545.1620564,https://dblp.org/db/conf/huc/ubicomp2009.html#DenningMKSK09
PASNIC: a thermal based privacy-aware sensor node for image capturing.,ROBOT;PRIVACY,Yoshinari Shirai; Yasue Kishino; Takayuki Suyama; Shin Mizutani,2019,UbiComp/ISWC Adjunct,https://doi.org/10.1145/3341162.3343803,https://dblp.org/db/conf/huc/ubicomp2019ap.html#ShiraiKSM19
"Embedded sensory data memory optimization for IoT edge inference with privacy, accuracy, and energy efficiency.",ROBOT;PRIVACY,Jonathon Edstrom; Hritom Das; Yiwen Xu; Na Gong,2019,SEC,https://doi.org/10.1145/3318216.3363458,https://dblp.org/db/conf/edge/sec2019.html#EdstromDXG19
Normative and Non-Social Beliefs about Sensor Data: Implications for Collective Privacy Management.,ROBOT;PRIVACY,Emilee Rader,2022,SOUPS @ USENIX Security Symposium,https://www.usenix.org/conference/soups2022/presentation/rader,https://dblp.org/db/conf/soups/soups2022.html#Rader22
Privacy Communication Patterns for Domestic Robots.,ROBOT;PRIVACY,Maximiliane Windl; Jan Leusmann; Albrecht Schmidt 0001; Sebastian S. Feger; Sven Mayer,2024,SOUPS @ USENIX Security Symposium,https://www.usenix.org/conference/soups2024/presentation/windl,https://dblp.org/db/conf/soups/soups2024.html#WindlL0FM24
A Privacy-Aware User Tracking System Using Footprint Data Measured across Multiple Pressure Sensor Sheets.,ROBOT;PRIVACY,Ryoya Wada; Shigeaki Tagashira; Masaki Ogino; Shigemi Ishida; Akira Fukuda,2016,IIAI-AAI,https://doi.org/10.1109/IIAI-AAI.2016.211,https://dblp.org/db/conf/iiaiaai/iiaiaai2016.html#WadaTOIF16
A Risk Based Approach to Limit the Effects of Covert Channels for Internet Sensor Data Aggregators for Sensor Privacy.,ROBOT;PRIVACY,Camilo H. Viecco; L. Jean Camp,2009,IFIPTM,https://doi.org/10.1007/978-3-642-02056-8_15,https://dblp.org/db/conf/ifiptm/ifiptm2009.html#VieccoC09
Security and Privacy in a Sensor-Based Search and Rescue System.,ROBOT;PRIVACY,Jyh-How Huang; John Black; Shivakant Mishra,2009,ADHOCNETS,https://doi.org/10.1007/978-3-642-11723-7_12,https://dblp.org/db/conf/adhocnets/adhocnets2009.html#HuangBM09
Multiple Target Localisation in Sensor Networks with Location Privacy.,ROBOT;PRIVACY,Matthew Roughan; Jon Arnold,2007,ESAS,https://doi.org/10.1007/978-3-540-73275-4_9,https://dblp.org/db/conf/esas/esas2007.html#RoughanA07
Concealed Data Aggregation in Heterogeneous Sensor Networks using Privacy Homomorphism.,ROBOT;PRIVACY,Suat,2007,ICPS,https://doi.org/10.1109/PERSER.2007.4283909,https://dblp.org/db/conf/icps/icps2007.html#Ozdemir07
Beyond Data Collection: Safeguarding User Privacy in Social Robotics.,ROBOT;ROBOT;PRIVACY,Mahboobeh Dorafshanian; Muhammad Aitsam; Mohamed Mejri; Alessandro G. Di Nuovo,2024,ICIT,https://doi.org/10.1109/ICIT58233.2024.10540743,https://dblp.org/db/conf/icit2/icit2024.html#DorafshanianAMN24
Body and Head Orientation Estimation with Privacy Preserving LiDAR Sensors.,ROBOT;PRIVACY,Onur N. Tepencelik; Wenchuan Wei; Leanne Chukoskie; Pamela C. Cosman; Sujit Dey,2021,EUSIPCO,https://doi.org/10.23919/EUSIPCO54536.2021.9616111,https://dblp.org/db/conf/eusipco/eusipco2021.html#TepencelikWCCD21
Artificial Empathy for Clinical Companion Robots with Privacy-By-Design.,ROBOT;PRIVACY,Miguel Vargas Martin; Eduardo P; Sheri Horsburgh,2020,MobiHealth,https://doi.org/10.1007/978-3-030-70569-5_23,https://dblp.org/db/conf/mobihealth/mobihealth2020.html#MartinVH20
Cross-layer Enhanced Source Location Privacy in Sensor Networks.,ROBOT;PRIVACY,Min Shao; Wenhui Hu; Sencun Zhu; Guohong Cao; Srikanth V. Krishnamurthy; Tom La Porta,2009,SECON,https://doi.org/10.1109/SAHCN.2009.5168923,https://dblp.org/db/conf/secon/secon2009.html#ShaoHZCKP09
Query privacy in wireless sensor networks.,ROBOT;PRIVACY,Bogdan Carbunar; Yang Yu 0009; Weidong Shi; Michael Pearce; Venu Vasudevan,2007,SECON,https://doi.org/10.1109/SAHCN.2007.4292832,https://dblp.org/db/conf/secon/secon2007.html#CarbunarYSPV07
Anti-Pollution Source Location Privacy Preserving Scheme in Wireless Sensor Networks.,ROBOT;PRIVACY,Xuan Zha; Kangfeng Zheng; Dongmei Zhang 0007,2016,SECON,https://doi.org/10.1109/SAHCN.2016.7732970,https://dblp.org/db/conf/secon/secon2016.html#ZhaZZ16
Enabling privacy-preserving first-person cameras using low-power sensors.,ROBOT;PRIVACY,Muchen Wu; Parth H. Pathak; Prasant Mohapatra,2015,SECON,https://doi.org/10.1109/SAHCN.2015.7338345,https://dblp.org/db/conf/secon/secon2015.html#WuPM15
Preserving Source-Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Yun Li 0011; Jian Ren 0001,2009,SECON,https://doi.org/10.1109/SAHCN.2009.5168962,https://dblp.org/db/conf/secon/secon2009.html#LiR09
Privacy-preserving Social Distance Monitoring on Microcontrollers with Low-Resolution Infrared Sensors and CNNs.,ROBOT;PRIVACY,Chen Xie; Francesco Daghero; Yukai Chen; Marco Castellano; Luca Gandolfi; Andrea Calimera; Enrico Macii; Massimo Poncino; Daniele Jahier Pagliari,2022,ISCAS,https://doi.org/10.1109/ISCAS48785.2022.9937837,https://dblp.org/db/conf/iscas/iscas2022.html#XieDCCGCMPP22
Localized Flooding Backbone Construction for Location Privacy in Sensor Networks.,ROBOT;PRIVACY,Yingchang Xiang; Dechang Chen; Xiuzhen Cheng 0001; Kai Xing; Min Song 0002,2007,SNPD (3),https://doi.org/10.1109/SNPD.2007.405,https://dblp.org/db/conf/snpd/snpd2007-3.html#XiangCCXS07
"Public Perception, Privacy, Safety, and Ethical Considerations of Communication Robots in Law Enforcement.",ROBOT;PRIVACY,Roya Salehzadeh; Fareed Bordbar; Darrin J. Griffin; Christian A. Cousin; Nader Jalili,2022,RO-MAN,https://doi.org/10.1109/RO-MAN53752.2022.9900659,https://dblp.org/db/conf/ro-man/ro-man2022.html#SalehzadehBGCJ22
Evaluation of physical marker interfaces for protecting visual privacy from mobile robots.,ROBOT;PRIVACY,Matthew Rueben; Frank J. Bernieri; Cindy M. Grimm; William D. Smart,2016,RO-MAN,https://doi.org/10.1109/ROMAN.2016.7745209,https://dblp.org/db/conf/ro-man/ro-man2016.html#RuebenBGS16
Tolerating Untrustworthy Robots: Studying Human Vulnerability Experience within a Privacy Scenario for Trust in Robots.,ROBOT;PRIVACY,Glenda Hannibal; Anna Dobrosovestnova; Astrid Weiss,2022,RO-MAN,https://doi.org/10.1109/RO-MAN53752.2022.9900830,https://dblp.org/db/conf/ro-man/ro-man2022.html#HannibalDW22
Privacy First: Designing Responsible and Inclusive Social Robot Applications for in the Wild Studies.,ROBOT;PRIVACY,Meg Tonkin; Jonathan Vitale; Sarita Herse; Syed Ali Raza 0002; Srinivas Madhisetty; Le Kang; The Duc Vu; Benjamin Johnston; Mary-Anne Williams,2019,RO-MAN,https://doi.org/10.1109/RO-MAN46459.2019.8956461,https://dblp.org/db/conf/ro-man/ro-man2019.html#TonkinVH0MKVJW19
Investigating Privacy in the Context of Office Delivery Robots.,ROBOT;PRIVACY,Maria Antonietta Grasso; Jutta Willamowski; Jisun Park 0005; Sure Bak,2024,RO-MAN,https://doi.org/10.1109/RO-MAN60168.2024.10731254,https://dblp.org/db/conf/ro-man/ro-man2024.html#GrassoWPB24
Evaluating People's Perception of Trust and Privacy based on Robot's Appearance.,ROBOT;PRIVACY,Alessandra Rossi 0001; Kheng Lee Koay; Silvia Rossi 0002,2023,RO-MAN,https://doi.org/10.1109/RO-MAN57019.2023.10309402,https://dblp.org/db/conf/ro-man/ro-man2023.html#RossiKR23
Ethical Design for Privacy-related Communication in Human-Robot Interaction.,ROBOT;PRIVACY,Yueh-Hsuan Weng; Enrico Francesconi,2023,RO-MAN,https://doi.org/10.1109/RO-MAN57019.2023.10309553,https://dblp.org/db/conf/ro-man/ro-man2023.html#WengF23
Comparative Analysis of Vision-Based Sensors for Human Monitoring in Care Robots: Exploring the Utility-Privacy Trade-off.,ROBOT;ROBOT;PRIVACY,Adel Baselizadeh; Diana Saplacan Lindblom; Weria Khaksar; Md. Zia Uddin; Jim Torresen,2024,RO-MAN,https://doi.org/10.1109/RO-MAN60168.2024.10731223,https://dblp.org/db/conf/ro-man/ro-man2024.html#BaselizadehLKUT24
Towards Designing Privacy-Compliant Social Robots for Use in Private Households: A Use Case Based Identification of Privacy Implications and Potential Technical Measures for Mitigation.,ROBOT;PRIVACY,Bj; Niels Diekmann; Hendrik Buschmeier; Teena Hassan,2020,RO-MAN,https://doi.org/10.1109/RO-MAN47096.2020.9223556,https://dblp.org/db/conf/ro-man/ro-man2020.html#HorstmannDBH20
Issues of privacy and electronic personhood in robotics.,ROBOT;ROBOT;PRIVACY,Jan-Philipp G; Florian M; Susanne Beatrix Beck; Severin L; Christophe Leroux; Roberto Labruto,2012,RO-MAN,https://doi.org/10.1109/ROMAN.2012.6343852,https://dblp.org/db/conf/ro-man/ro-man2012.html#GuntherMBLLL12
Performing Human Shadow Detection for Camera-Based Privacy-Preserving Human-Robot Interactions.,ROBOT;PRIVACY,Yuhan Hu; Prishita Ray; Guy Hoffman,2024,RO-MAN,https://doi.org/10.1109/RO-MAN60168.2024.10731324,https://dblp.org/db/conf/ro-man/ro-man2024.html#HuRH24
A focus group study of privacy concerns about telepresence robots.,ROBOT;PRIVACY,Margaret Mary Krupp; Matthew Rueben; Cindy M. Grimm; William D. Smart,2017,RO-MAN,https://doi.org/10.1109/ROMAN.2017.8172495,https://dblp.org/db/conf/ro-man/ro-man2017.html#KruppRGS17
Privacy Sensitive Building Monitoring Through Generative Sensors.,ROBOT;PRIVACY,Angan Mitra; Denis Trystram; Christophe C,2024,IoTBDS,https://doi.org/10.5220/0012728100003705,https://dblp.org/db/conf/iotbd/iotbd2024.html#MitraTC24
Privacy-Preserving Sensory Data Recovery.,ROBOT;PRIVACY,Cai Chen 0002; Manyuan Zhang; Huanzhi Zhang; Zhenyun Huang; Yong Li,2018,TrustCom/BigDataSE,https://doi.org/10.1109/TrustCom/BigDataSE.2018.00243,https://dblp.org/db/conf/trustcom/trustcom2018.html#ChenZZHL18
Design and Evaluation of SensorSafe: A Framework for Achieving Behavioral Privacy in Sharing Personal Sensory Information.,ROBOT;PRIVACY,Haksoo Choi; Supriyo Chakraborty; Mani B. Srivastava,2012,TrustCom,https://doi.org/10.1109/TrustCom.2012.120,https://dblp.org/db/conf/trustcom/trustcom2012.html#ChoiCS12
A Near-Optimal Source Location Privacy Scheme for Wireless Sensor Networks.,ROBOT;PRIVACY,Matthew Bradbury; Arshad Jhumka,2017,TrustCom/BigDataSE/ICESS,https://doi.org/10.1109/Trustcom/BigDataSE/ICESS.2017.265,https://dblp.org/db/conf/trustcom/trustcom2017.html#BradburyJ17
Towards Understanding Source Location Privacy in Wireless Sensor Networks through Fake Sources.,ROBOT;PRIVACY,Arshad Jhumka; Matthew Bradbury; Matthew Leeke,2012,TrustCom,https://doi.org/10.1109/TrustCom.2012.281,https://dblp.org/db/conf/trustcom/trustcom2012.html#JhumkaBL12
A Threat to Mobile Cyber-Physical Systems: Sensor-Based Privacy Theft Attacks on Android Smartphones.,ROBOT;PRIVACY,Lingguang Lei; Yuewu Wang; Jian Zhou; Lei Wang 0135; Zhongwen Zhang,2013,TrustCom/ISPA/IUCC,https://doi.org/10.1109/TrustCom.2013.20,https://dblp.org/db/conf/trustcom/trustcom2013.html#LeiWZWZ13
Enable Privacy Preservation and Result Verification for Top-k Query in Two-Tiered Sensor Networks.,ROBOT;PRIVACY,Hui Peng 0002; Xiaoying Zhang; Hong Chen 0001; Yuncheng Wu; Yao Wu; Juru Zeng,2015,TrustCom/BigDataSE/ISPA (1),https://doi.org/10.1109/Trustcom.2015.419,https://dblp.org/db/conf/trustcom/trustcom2015-1.html#PengZCWWZ15
Privacy-Preserving Wireless Medical Sensor Network.,ROBOT;PRIVACY,Xun Yi; Jan Willemson; Farid Na,2013,TrustCom/ISPA/IUCC,https://doi.org/10.1109/TrustCom.2013.19,https://dblp.org/db/conf/trustcom/trustcom2013.html#YiWN13
Privacy-Preserving and Collusion-aware k-NN Query Processing in Two-tiered Sensor Networks.,ROBOT;PRIVACY,Juru Zeng; Hong Chen 0001; Weiling Lai; Ying Liu 0032; Cuiping Li 0001; Shan Wang 0001,2017,TrustCom/BigDataSE/ICESS,https://doi.org/10.1109/Trustcom/BigDataSE/ICESS.2017.274,https://dblp.org/db/conf/trustcom/trustcom2017.html#ZengCLLLW17
A Dynamic Fake Source Algorithm for Source Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Matthew Bradbury; Matthew Leeke; Arshad Jhumka,2015,TrustCom/BigDataSE/ISPA (1),https://doi.org/10.1109/Trustcom.2015.416,https://dblp.org/db/conf/trustcom/trustcom2015-1.html#BradburyLJ15
Walking Away from the Robot: Negotiating Privacy with a Robot.,ROBOT;PRIVACY,Trenton Schulz; Jo Herstad,2017,BCS HCI,https://doi.org/10.14236/ewic/HCI2017.83,https://dblp.org/db/conf/bcshci/bcshci2017.html#SchulzH17
Preserving Mobile-Sink-Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Jianbo Yao,2010,DBTA,https://doi.org/10.1109/DBTA.2010.5659065,https://dblp.org/db/conf/dbta/dbta2010.html#Yao10
"Privacy-preserving, indoor occupant localization using a network of single-pixel sensors.",ROBOT;PRIVACY,Douglas Roeper; Jiawei Chen 0006; Janusz Konrad; Prakash Ishwar,2016,AVSS,https://doi.org/10.1109/AVSS.2016.7738073,https://dblp.org/db/conf/avss/avss2016.html#RoeperCKI16
Improving source-location privacy through opportunistic routing in wireless sensor networks.,ROBOT;PRIVACY,Petros Spachos; Liang Song; Francis Minhthang Bui; Dimitrios Hatzinakos,2011,ISCC,https://doi.org/10.1109/ISCC.2011.5983942,https://dblp.org/db/conf/iscc/iscc2011.html#SpachosSBH11
Maintaining trajectory privacy in mobile wireless sensor networks.,ROBOT;PRIVACY,Osman Kiraz; Albert Levi,2013,CNS,https://doi.org/10.1109/CNS.2013.6682748,https://dblp.org/db/conf/cns/cns2013.html#KirazL13
Location Privacy Issues in Wireless Sensor Networks.,ROBOT;PRIVACY,Jir; Andriy Stetsko,2008,FIDIS,https://doi.org/10.1007/978-3-642-03315-5_12,https://dblp.org/db/conf/ifip9-6/fidis2008.html#KurS08
SenGuard: A Novel Processing In-Sensor Method for Privacy-Enhanced Smart Imaging.,ROBOT;PRIVACY,Neeraj Solanki; Sepehr Tabrizchi; Ali Shafiee Sarvestani; Shaahin Angizi; Arman Roohi,2025,ACM Great Lakes Symposium on VLSI,https://doi.org/10.1145/3716368.3735263,https://dblp.org/db/conf/glvlsi/glvlsi2025.html#SolankiTSAR25
Realizing Source Location Privacy in Wireless Sensor Networks Through Agent Node Routing.,ROBOT;PRIVACY,Lilian Charles Mutalemwa; Seokjoo Shin,2018,ICTC,https://doi.org/10.1109/ICTC.2018.8539511,https://dblp.org/db/conf/ictc/ictc2018.html#MutalemwaS18
On the Performance of Source Location Privacy Protocols under Varied Sensor Node Residual Energy.,ROBOT;PRIVACY,Lilian Charles Mutalemwa; Seokjoo Shin,2021,ICTC,https://doi.org/10.1109/ICTC52510.2021.9621152,https://dblp.org/db/conf/ictc/ictc2021.html#MutalemwaS21
The Methods of Range Query and Access Control on Multidimensional Data of Two-layer Wireless Sensor Network Facing Privacy Protection.,ROBOT;PRIVACY,Yun Deng 0001; Zonglin Li; Shouxue Chen,2019,ICIIP,https://doi.org/10.1145/3378065.3378158,https://dblp.org/db/conf/iciip/iciip2019.html#DengLC19
A fined-grained privacy-preserving access control protocol in wireless sensor networks.,ROBOT;PRIVACY,Jie Cui 0004; Hong Zhong 0001; Xuan Tang; Jing Zhang 0024,2016,UCC,https://doi.org/10.1145/2996890.3007850,https://dblp.org/db/conf/ucc/ucc2016.html#CuiZTZ16
Stochastic Mixed-Signal Circuit Design for In-Sensor Privacy.,ROBOT;PRIVACY,Ningyuan Cao; Jianbo Liu; Boyang Cheng; Muya Chang,2022,ICCAD,https://doi.org/10.1145/3508352.3561099,https://dblp.org/db/conf/iccad/iccad2022.html#CaoLCC22
